timestamp,source,command,duration_ms,success,internal_latency_us
2025-12-30T05:51:50.094Z,WebApp,emergency,66.96,True
2025-12-30T05:51:50.743Z,WebApp,reset,22.19,True
2025-12-30T05:51:52.780Z,WebApp,start,15.14,True
2025-12-30T05:51:54.441Z,WebApp,emergency,113.69,True
2025-12-30T05:51:54.896Z,WebApp,reset,50.69,True
2025-12-30T05:51:55.572Z,WebApp,start,41.75,True
2025-12-30T05:51:56.371Z,WebApp,emergency,49.66,True
2025-12-30T05:51:56.936Z,WebApp,reset,42.57,True
2025-12-30T05:51:58.011Z,WebApp,start,55.63,True
2025-12-30T05:52:11.098Z,WebApp,emergency,48.29,True
2025-12-30T05:52:12.095Z,WebApp,reset,70.09,True
2025-12-30T05:55:07.316Z,WebApp,start,72.69,True
2025-12-30T05:55:13.500Z,WebApp,emergency,41.84,True
2025-12-30T05:55:14.210Z,WebApp,reset,34.47,True
2025-12-30T05:55:15.032Z,WebApp,start,34.67,True
2025-12-30T05:55:16.372Z,WebApp,emergency,75.25,True
2025-12-30T05:55:17.035Z,WebApp,reset,23.18,True
2025-12-30T05:55:17.995Z,WebApp,start,71.95,True
2025-12-30T05:55:21.873Z,WebApp,emergency,115.61,True
2025-12-30T05:55:22.810Z,WebApp,reset,302.87,True
2025-12-30T05:55:25.185Z,WebApp,start,271.23,True
2025-12-30T05:55:38.190Z,WebApp,stop,64.79,True
2025-12-30T05:55:39.056Z,WebApp,stop,78.20,True
2025-12-30T05:55:40.713Z,WebApp,emergency,68.51,True
2025-12-30T05:55:41.547Z,WebApp,reset,151.92,True
2025-12-30T05:58:17.574Z,WebApp,start,122.14,True
2025-12-30T05:58:18.652Z,WebApp,stop,36.68,True
2025-12-30T05:58:19.331Z,WebApp,stop,77.61,True
2025-12-30T05:58:19.666Z,WebApp,emergency,33.81,True
2025-12-30T05:58:20.172Z,WebApp,reset,60.17,True
2025-12-30T05:58:21.496Z,WebApp,start,44.18,True
2025-12-30T05:58:22.603Z,WebApp,emergency,149.15,True
2025-12-30T05:58:23.554Z,WebApp,reset,54.38,True
2025-12-30T06:00:28.022Z,WebApp,start,45.33,True
2025-12-30T06:00:28.485Z,WebApp,stop,19.61,True
2025-12-30T06:00:29.010Z,WebApp,emergency,22.99,True
2025-12-30T06:00:30.095Z,WebApp,reset,28.16,True
